First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Team
,Female,2/23/2005,9:50 PM,149654,1.825,Sales
Roger,Male,11/19/2004,3:55 PM,51430,6.46,Marketing
Charles,Male,10/14/2000,9:40 PM,71749,15.931,Legal
Clarence,Male,5/2/1998,3:16 AM,85700,1.215,Sales
Carol,Female,3/19/1996,3:39 AM,57783,9.129,Finance
Lois,Female,10/18/2013,4:51 PM,36946,6.652,Engineering
Barbara,,5/3/2003,7:32 PM,99326,16.475,Legal
Rebecca,Female,2/18/1995,6:50 AM,109259,4.443,Legal
Irene,Female,1/30/2004,8:25 PM,131038,8.996,Distribution
Ronald,Male,4/30/2014,2:19 PM,121068,12.757,Product
Steven,Male,11/10/1985,10:53 AM,62719,19.127,Client Services
Carolyn,Female,11/6/2012,3:51 AM,69268,3.031,Client Services
Maria,Female,12/27/1990,9:57 PM,36067,9.64,Product
Jonathan,Male,7/17/2009,8:15 AM,130581,16.736,
Gary,Male,8/12/1987,12:04 AM,89661,8.525,Finance
Kimberly,Female,7/15/1997,5:57 AM,36643,7.953,Marketing
Roger,Male,11/8/1982,2:32 AM,140558,5.084,Sales
Diana,Female,1/4/2013,7:53 AM,103521,2.784,Business Development
Willie,Male,6/6/2006,9:45 AM,55281,4.935,Marketing
Brandon,Male,3/27/2006,5:54 PM,115711,8.012,Finance
Patricia,Female,12/6/2012,4:01 AM,114079,8.399,Client Services
Katherine,Female,11/14/1999,8:15 AM,57531,1.767,Client Services
Jonathan,Male,10/12/1987,2:59 AM,141069,4.903,Human Resources
Emily,Female,9/20/2007,11:25 AM,89434,11.295,Engineering
Ruth,Female,8/12/1986,7:29 PM,44639,9.148,Legal
Linda,Female,6/24/2006,12:04 PM,110967,19.612,Human Resources
Lisa,Female,11/2/2009,9:42 AM,115387,1.821,Client Services
Evelyn,Female,5/24/1980,11:10 PM,81673,15.364,Engineering
Julie,Female,7/23/1989,1:52 PM,109588,3.55,Engineering
Mary,Female,5/30/2009,11:41 PM,92544,3.8,Client Services
Matthew,Male,7/31/2013,8:04 AM,142373,2.462,Marketing
Douglas,Male,9/3/1999,4:00 PM,83341,1.015,Client Services
Gregory,,6/15/1992,5:08 AM,98865,10.628,Finance
Billy,Male,3/13/1995,12:05 PM,120444,7.768,Finance
,Female,6/17/1991,12:49 PM,71945,5.56,Marketing
Gregory,Male,1/29/2000,6:01 AM,109564,3.845,Legal
Jason,Male,10/17/1999,10:09 PM,78417,3.067,Finance
Daniel,Male,4/30/2010,3:48 AM,106947,15.866,Legal
Sarah,Female,9/14/1995,7:50 AM,87298,2.311,Distribution
Harry,Male,10/1/2015,7:47 PM,64579,15.266,Sales
Kathy,Female,4/19/1995,12:46 AM,50905,9.404,Finance
Todd,Male,4/13/1999,10:31 AM,59728,11.226,Client Services
Bobby,Male,9/23/1994,1:29 AM,51685,17.445,Engineering
Jeremy,Male,6/8/2000,12:15 AM,49542,1.679,Distribution
George,,2/24/1988,11:29 AM,38375,8.999,Legal
Diane,Female,4/18/1993,3:22 AM,64084,17.018,Product
Marilyn,Female,4/4/1997,9:28 PM,147663,10.263,Human Resources
Kathryn,Female,2/4/2004,1:47 PM,73935,14.752,Sales
Irene,Female,2/4/1982,5:26 PM,40837,12.182,Client Services
Norma,Female,2/11/2015,11:44 PM,94393,3.643,Engineering
Laura,Female,4/2/2006,1:57 PM,42087,2.624,Product
Cheryl,Female,9/23/2008,2:57 AM,52080,9.375,Legal
Kevin,Male,3/25/1982,7:31 AM,35061,5.128,Legal
Lillian,,5/12/2016,3:43 PM,64164,17.612,Human Resources
Phyllis,,4/21/1984,7:05 PM,94088,19.107,Distribution
Walter,Male,7/6/1983,11:54 PM,127813,5.961,Finance
Robert,Male,10/27/1990,7:15 PM,38041,18.428,Engineering
Jimmy,Male,10/7/1986,5:53 PM,126310,5.413,Product
Clarence,Male,10/8/1996,12:53 PM,142561,8.866,Client Services
Victor,Male,4/11/1991,7:44 AM,70817,17.138,Engineering
Fred,,12/2/1984,2:03 PM,59937,12.045,Human Resources
Brenda,,7/27/2010,11:07 PM,106115,3.742,Product
Justin,Male,12/6/1992,5:58 PM,82782,4.366,Distribution
Betty,Female,6/12/2002,3:59 AM,104896,19.55,Business Development
Randy,,2/6/1986,3:04 PM,133943,8.94,Sales
Sharon,,3/1/1990,3:46 AM,83658,6.513,Business Development
Ralph,Male,11/11/2004,1:35 AM,71896,4.232,Marketing
,,4/28/2003,3:01 AM,113732,10.391,Sales
Edward,Male,5/27/1985,10:13 PM,110485,7.995,Client Services
Denise,Female,3/20/2009,7:57 AM,115118,5.108,Human Resources
Debra,Female,3/13/1998,11:16 PM,48696,4.75,Legal
,Male,11/25/1999,6:16 AM,42676,15.517,Sales
Michael,Male,1/24/2002,3:04 AM,43586,12.659,
Henry,Male,2/6/1995,8:34 AM,89258,15.585,Human Resources
Gloria,Female,3/27/2007,1:44 AM,90730,2.491,Distribution
Marie,Female,8/6/1995,1:58 PM,100308,13.677,Product
Anne,Female,7/16/1986,2:08 PM,69134,3.723,Engineering
Sarah,,11/21/1985,1:08 PM,58295,14.603,Engineering
Stephanie,Female,3/24/1983,11:15 AM,50141,13.218,Human Resources
Roy,Male,9/23/2004,1:31 PM,101941,3.45,Client Services
,Female,8/5/2009,8:14 AM,115145,14.063,Distribution
,Male,2/4/2005,1:01 PM,40451,16.044,Distribution
Irene,Female,3/3/1982,8:26 AM,56526,5.81,Finance
,Female,8/2/1992,8:35 PM,145316,18.517,Human Resources
Thomas,Male,4/6/2011,1:04 PM,103235,9.554,Human Resources
Frank,,11/20/2001,10:18 AM,58563,12.062,Marketing
Fred,Male,2/20/1980,2:25 AM,74129,18.225,Product
Nicholas,Male,4/12/1994,8:21 PM,74669,1.113,Product
Howard,Male,10/5/1982,7:22 AM,97490,5.46,Marketing
Debra,Female,2/22/1994,10:25 PM,104250,18.456,Business Development
Christine,Female,7/3/1989,4:01 AM,94345,11.996,Finance
Brenda,,5/29/1991,6:32 AM,82439,19.062,Sales
Betty,Female,6/28/2005,6:03 PM,51613,12.984,Distribution
Ruby,Female,11/8/2000,7:35 PM,105946,1.139,Business Development
Kevin,Male,7/12/1997,2:07 AM,46080,9.635,Business Development
Arthur,Male,1/1/2014,7:46 PM,134610,6.147,Human Resources
Carl,,2/7/2014,3:57 AM,125104,12.345,Client Services
Todd,Male,3/11/2009,3:43 AM,107281,1.612,Engineering
Brenda,Female,10/6/2005,9:33 PM,141521,4.337,Client Services
Judy,Female,9/16/1997,12:10 AM,65931,2.304,Human Resources
Todd,Male,2/2/1984,10:13 AM,69989,10.985,Finance
Lois,Female,11/9/2011,7:06 AM,147183,9.999,Client Services
Walter,,12/21/1999,10:33 PM,66757,18.099,Distribution
Jessica,Female,9/27/1985,1:35 PM,75145,6.388,Legal
Jeremy,Male,6/14/1988,6:20 PM,129460,13.657,
Tammy,Female,11/11/1984,10:30 AM,132839,17.463,Client Services
Anne,Female,3/7/2000,6:45 AM,44537,18.284,Client Services
Jesse,Male,10/25/1999,3:35 PM,118733,9.653,Marketing
Virginia,Female,10/20/1999,6:23 AM,46905,19.154,Distribution
Jesse,Male,3/2/1981,7:26 PM,79582,3.873,Legal
Jeremy,,11/10/1996,1:49 PM,55394,3.18,Sales
Daniel,Male,9/15/2007,10:16 PM,123811,7.664,Human Resources
Patrick,,8/30/2004,11:43 AM,137314,4.542,Marketing
Emily,Female,1/13/1988,6:42 AM,36711,19.028,Human Resources
Alan,Male,6/26/1988,3:54 AM,111786,3.592,Engineering
James,Male,7/11/2015,8:52 PM,72257,13.023,Engineering
Adam,Male,7/5/2007,11:59 AM,71276,5.027,Human Resources
Joan,,7/25/1980,12:22 PM,38712,3.657,Client Services
Jeremy,Male,8/12/1981,12:05 AM,46930,18.702,Finance
Margaret,Female,2/6/1993,1:05 PM,125220,3.733,Marketing
Mark,Male,4/1/1984,1:21 PM,121477,17.44,Business Development
Marilyn,Female,9/26/1981,2:23 AM,86386,2.937,Distribution
Cheryl,Female,9/8/2009,10:16 AM,81308,2.196,Legal
Benjamin,Male,9/11/1984,6:37 AM,84810,15.794,Marketing
Harold,Male,2/20/1990,11:00 PM,66775,2.158,Legal
Ernest,,1/18/2002,1:51 AM,72145,13.448,Finance
Gerald,Male,4/16/2001,10:09 PM,121604,1.923,Sales
Judy,Female,7/1/1991,2:33 AM,109510,13.457,Legal
Bobby,Male,3/31/1996,5:40 PM,112117,6.338,
Bobby,,9/1/1995,2:09 PM,108127,15.858,Client Services
Marie,Female,10/3/2013,8:05 PM,123711,10.966,Product
Kathy,Female,12/18/2013,3:09 PM,132381,8.34,Business Development
Roy,Male,8/6/2006,7:52 AM,148225,1.841,Finance
Jacqueline,Female,11/25/1981,3:01 PM,145988,18.243,Marketing
,Female,7/8/2008,11:40 PM,62960,14.356,Sales
Julie,Female,3/23/1986,9:26 AM,56926,7.507,Sales
Douglas,Male,1/8/2002,6:42 PM,41428,14.372,Product
Linda,Female,12/16/1990,2:20 AM,115658,3.041,Sales
Ruby,Female,12/10/1988,8:27 PM,76707,6.031,Business Development
Russell,Male,1/2/2005,1:48 AM,60388,17.885,Client Services
Jeffrey,Male,6/18/1997,8:01 PM,45150,12.075,Product
Aaron,Male,1/29/1994,6:48 PM,58755,5.097,Marketing
Samuel,Male,12/19/1991,2:54 AM,76076,5.319,Finance
,Male,1/27/2010,2:57 AM,87760,14.987,Engineering
Randy,Male,3/16/2014,6:24 PM,135119,7.887,Client Services
Evelyn,Female,9/3/1983,1:58 PM,36759,17.269,Marketing
Fred,Male,2/13/1987,2:15 PM,121723,18.645,Product
Shirley,Female,6/8/1986,2:25 AM,110061,7.494,Client Services
Todd,Male,5/23/2011,4:14 PM,85074,1.844,Client Services
Robert,Male,11/18/2014,5:00 AM,85799,19.93,Finance
Mark,Male,1/22/2007,2:37 PM,75150,12.182,Legal
Earl,Male,1/5/2000,5:46 PM,91344,4.035,Sales
Richard,Male,9/27/2005,1:41 AM,86326,10.717,Product
Michael,Male,11/22/1991,12:57 PM,98753,16.443,Human Resources
Steven,Male,5/12/2009,2:14 PM,113060,2.846,Sales
Carlos,Male,9/19/2007,1:01 AM,77327,11.58,Finance
Marie,Female,10/20/2011,10:09 PM,62666,10.247,Product
Ronald,Male,2/24/2009,2:09 PM,96633,4.99,Engineering
Scott,Male,5/12/2009,4:36 AM,58248,3.914,Business Development
Steven,Male,11/21/2006,8:30 AM,83706,6.96,Human Resources
James,Male,11/22/1998,3:48 AM,74086,5.778,Human Resources
Lori,Female,3/31/1988,10:59 PM,95389,14.223,Sales
Philip,Male,8/2/1989,11:21 AM,129968,19.897,Finance
Phyllis,Female,11/24/2005,11:57 PM,140347,8.723,Sales
Thomas,,8/31/1995,8:31 PM,41549,3.95,Sales
Cynthia,Female,12/3/2012,11:03 PM,74287,10.751,Sales
,Male,10/9/2011,9:29 AM,69906,4.844,Engineering
,Male,4/22/1997,9:36 PM,65078,3.095,Marketing
Elizabeth,Female,11/10/2005,4:56 AM,106406,1.782,Legal
Andrea,Female,9/14/2003,10:30 PM,115913,12.121,Legal
Judy,Female,2/1/1990,3:32 PM,38092,5.668,Distribution
Russell,Male,8/13/2014,3:51 PM,121160,7.843,Engineering
Scott,Male,12/17/2011,3:45 AM,90429,4.45,Product
Sarah,Female,5/22/1994,7:06 AM,64207,7.824,Client Services
Susan,Female,9/25/2004,1:30 AM,80688,18.892,Sales
Margaret,Female,5/5/2014,6:01 AM,55044,4.078,Sales
Joshua,Male,11/9/2009,6:32 AM,72893,9.555,Distribution
Justin,,4/15/2005,8:43 PM,96978,13.865,Finance
Juan,Male,4/16/2002,11:09 PM,97364,3.595,Product
Gloria,,7/19/1983,1:57 AM,140885,1.113,Human Resources
Jennifer,,1/24/1989,8:38 PM,58520,16.231,Client Services
Edward,Male,8/4/1989,6:06 AM,66067,10.957,
Marilyn,Female,12/17/1982,12:10 PM,147183,8.748,Business Development
Mary,Female,10/18/2009,6:32 PM,87721,12.484,Product
Linda,Female,7/15/2009,10:12 PM,144001,2.194,Business Development
Larry,Male,8/27/2003,1:00 PM,91133,5.14,Sales
Albert,Male,2/1/1997,4:20 PM,67827,19.717,Engineering
Kenneth,Male,4/13/1999,10:28 PM,81839,12.072,Sales
,Female,12/31/2006,11:02 PM,81444,3.171,Distribution
Gregory,,7/9/2011,11:31 PM,137661,4.805,Sales
Brandon,Male,10/16/2015,2:44 AM,112548,4.664,Engineering
Stephen,Male,4/9/1987,12:47 PM,111249,10.574,Human Resources
Russell,Male,10/30/1994,5:46 AM,114334,9.669,Product
,Female,9/18/2002,12:39 PM,118906,4.537,Marketing
Pamela,,7/15/2001,1:33 PM,72979,5.66,Sales
Scott,Male,8/3/1996,1:50 AM,64172,10.894,Engineering
,Female,4/18/1996,3:57 PM,107024,12.182,
Carlos,Male,7/28/2010,3:08 PM,50167,2.362,Product
Jack,Male,12/24/1980,10:58 PM,106995,15.723,Product
Debra,Female,1/19/2010,8:48 AM,70492,8.895,Client Services
Phyllis,Female,1/15/1995,5:27 AM,125881,16.697,Sales
Robert,Male,10/29/1994,4:26 AM,123294,19.894,Client Services
Gloria,Female,9/19/1989,7:40 PM,131045,11.312,Product
Sharon,,10/28/1984,5:59 PM,97635,10.413,Client Services
Barbara,,4/26/2001,12:22 AM,94493,13.443,Sales
Marilyn,Female,8/15/1989,9:14 AM,140502,9.989,Sales
Ralph,Male,10/27/2010,10:28 AM,106310,4.03,Client Services
Harry,,12/5/1996,5:45 AM,46240,6.976,Engineering
Robin,Female,1/8/1998,2:12 AM,111163,5.025,Product
Kathy,Female,11/25/2001,9:55 PM,93753,7.094,Sales
Rose,Female,7/6/2002,3:57 PM,63494,19.385,Human Resources
Clarence,Male,1/13/2005,9:00 AM,116693,13.835,Distribution
Doris,Female,7/29/1992,6:40 PM,85215,7.425,Human Resources
Kathryn,Female,6/9/1988,9:29 AM,86439,7.799,Finance
Billy,,3/16/2004,8:21 AM,62913,18.241,Marketing
Norma,Female,4/16/1996,5:40 AM,38872,9.302,Business Development
Richard,,11/28/1992,5:05 PM,124655,14.272,Engineering
Craig,Male,2/8/1984,4:45 AM,113506,19.642,Marketing
Sarah,,7/20/1990,10:49 PM,109980,8.86,Sales
Sharon,Female,3/9/2014,4:39 PM,91522,7.564,Finance
Mary,Female,8/22/2010,8:03 AM,42214,17.538,Business Development
Steve,,2/23/2002,3:55 AM,83159,9.55,Distribution
Joe,Male,12/5/2010,4:20 PM,144082,1.62,Client Services
Jeremy,Male,5/29/1994,6:24 AM,47885,19.276,Human Resources
Ernest,Male,8/14/2012,11:25 AM,126232,6.191,Sales
Kevin,Male,6/23/1981,8:26 PM,134598,11.699,Business Development
Jacqueline,Female,2/11/2007,2:01 AM,66604,14.609,Legal
Johnny,Male,9/14/1992,8:21 AM,115194,5.861,Marketing
Gary,Male,8/18/2011,8:12 AM,49101,11.9,Business Development
Shirley,,11/16/1990,6:01 PM,67811,12.699,Finance
,Male,6/29/2008,5:23 AM,111043,5.966,Distribution
Sarah,,8/31/1981,2:51 PM,37748,9.047,Human Resources
Julia,Female,3/2/1982,12:52 PM,36403,2.664,Finance
Dorothy,Female,11/5/2013,10:50 PM,140136,3.12,Business Development
Justin,Male,5/22/1986,6:30 AM,121508,19.334,Finance
Kevin,Male,11/20/1986,6:59 PM,79906,18.021,Sales
Victor,Male,9/24/2005,12:04 PM,123144,16.261,Product
Deborah,Female,11/25/1980,4:33 AM,46953,17.436,Client Services
Matthew,,6/9/2003,7:35 AM,79443,14.637,Human Resources
Alice,Female,5/2/1986,1:50 AM,51395,2.378,Finance
Todd,Male,3/16/2016,2:45 PM,134408,3.56,Human Resources
Frank,Male,1/10/1981,1:30 PM,71853,8.037,Sales
